TRDTYPE,DEPE,COMMODITY2,DISAGMOT,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,0115,6,5,1220,645762,0,15198,1.0,X,5,2020
1,0115,7,5,1220,126252,0,7180,1.0,X,5,2020
1,0115,8,5,1220,620240,0,25974,1.0,X,5,2020
1,0115,8,5,1220,1226126,0,81491,2.0,X,5,2020
1,0115,9,5,1220,19458,0,381,2.0,X,5,2020
1,0115,11,5,1220,54494,0,6185,1.0,X,5,2020
1,0115,12,5,1220,433652,0,32289,1.0,X,5,2020
1,0115,12,5,1220,8828,0,462,2.0,X,5,2020
1,0115,14,5,1220,8516,0,458,2.0,X,5,2020
1,0115,15,5,1220,33522,0,3359,1.0,X,5,2020
1,0115,17,5,1220,39549,0,3259,1.0,X,5,2020
1,0115,17,5,1220,4021,0,240,2.0,X,5,2020
1,0115,18,5,1220,433696,0,7568,1.0,X,5,2020
1,0115,19,5,1220,256091,0,24553,1.0,X,5,2020
1,0115,20,5,1220,371671,0,43638,1.0,X,5,2020
1,0115,21,5,1220,136946,0,5210,1.0,X,5,2020
1,0115,21,5,1220,23926,0,2297,2.0,X,5,2020
1,0115,22,5,1220,113154,0,7334,1.0,X,5,2020
1,0115,23,5,1220,150421,0,4092,1.0,X,5,2020
1,0115,23,5,1220,11808,0,1602,2.0,X,5,2020
1,0115,23,6,1220,597317,0,5761,1.0,X,5,2020
1,0115,25,5,1220,439889,0,6140,1.0,X,5,2020
1,0115,27,5,1220,288405,0,13379,1.0,X,5,2020
1,0115,27,6,1220,44103,0,3220,1.0,X,5,2020
1,0115,27,7,1220,2332276,0,0,1.0,X,5,2020
1,0115,28,5,1220,155727,0,5421,1.0,X,5,2020
1,0115,28,5,1220,38315,0,3364,2.0,X,5,2020
1,0115,29,5,1220,70632,0,1781,1.0,X,5,2020
1,0115,29,5,1220,4282,0,71,2.0,X,5,2020
1,0115,30,5,1220,57403,0,1372,1.0,X,5,2020
1,0115,31,5,1220,149948,0,8975,1.0,X,5,2020
1,0115,32,5,1220,470076,0,25111,1.0,X,5,2020
1,0115,32,5,1220,6870,0,450,2.0,X,5,2020
1,0115,33,5,1220,65579,0,3076,1.0,X,5,2020
